start.time,action,v.M
20180715-091558:946,RETAIN,19
20180715-093016:425,RETAIN,23
20180715-093104:266,RERUN,10
20180715-093426:189,RETAIN,11
20180715-093213:653,RETAIN,8
20180715-093204:196,RERUN,24
20180715-093547:133,RETAIN,8
20180715-093400:489,RETAIN,8
20180715-093449:352,RETAIN,94
20180715-092401:338,RETAIN,19
20180715-094642:417,RETAIN,13
20180715-094242:428,RETAIN,5
20180715-094839:710,RETAIN,15
20180715-094345:957,RERUN,13
20180715-092953:150,RETAIN,45
20180715-094636:031,RERUN,28
20180715-094610:447,RETAIN,23
20180715-095333:696,RETAIN,43
20180715-094922:977,RERUN,10
20180715-094733:297,RETAIN,12
20180715-094249:956,RETAIN,7
20180715-095528:483,RETAIN,28
20180715-095749:219,RETAIN,11
20180715-095542:104,RETAIN,6
20180715-094847:709,RETAIN,12
20180715-095706:373,RETAIN,22
20180715-095948:152,RETAIN,23
20180715-100804:023,RETAIN,13
20180715-095527:336,RETAIN,12
20180715-100148:020,RETAIN,8
20180715-100038:354,RETAIN,2
20180715-100947:331,RETAIN,10
20180715-095506:908,RETAIN,14
20180715-101304:208,RETAIN,94
20180715-101200:978,RETAIN,6
20180715-101302:671,RETAIN,6
20180715-101327:663,RETAIN,10
20180715-100158:204,RETAIN,51
20180715-101302:924,RETAIN,18
20180715-101453:805,RETAIN,2
20180715-101428:516,RETAIN,1
20180715-102030:314,RETAIN,7
20180715-101049:031,RETAIN,14
20180715-102331:188,RERUN,15
20180715-102250:917,RETAIN,17
20180715-102339:324,RETAIN,11
20180715-102330:177,RETAIN,10
20180715-102554:791,RETAIN,9
20180715-102539:058,RETAIN,8
20180715-102635:597,RETAIN,8
20180715-101703:400,RETAIN,12
20180715-103246:210,RETAIN,4
20180715-103436:966,RETAIN,8
20180715-103634:162,RETAIN,11
20180715-103358:552,RETAIN,14
20180715-103845:171,RETAIN,72
20180715-102435:529,RETAIN,10
20180715-103733:624,RETAIN,102
20180715-103623:367,RETAIN,8
20180715-103738:228,RETAIN,5
20180715-103132:493,RETAIN,26
20180715-104756:595,RETAIN,16
20180715-104349:962,RETAIN,8
20180715-104646:622,RETAIN,52
20180715-104512:987,RETAIN,15
20180715-104709:386,RETAIN,11
20180715-104651:865,RETAIN,11
20180715-104803:839,RETAIN,4
20180715-105533:177,RETAIN,18
20180715-105028:078,RETAIN,8
20180715-103832:109,RETAIN,25
20180715-110125:501,RETAIN,46
20180715-105715:710,RETAIN,93
20180715-104535:821,RETAIN,42
20180715-105652:294,RETAIN,7
20180715-105909:448,RETAIN,1
20180715-105631:903,RETAIN,16
20180715-105755:676,RERUN,12
20180715-105951:003,RETAIN,16
20180715-110840:439,RETAIN,70
20180715-110303:601,RETAIN,31
20180715-110858:504,RETAIN,66
20180715-110831:949,RETAIN,106
20180715-110917:867,RETAIN,9
20180715-105340:863,RETAIN,8
20180715-110734:197,RETAIN,4
20180715-111645:290,RETAIN,107
20180715-110852:547,RETAIN,22
20180715-111155:189,RETAIN,12
20180715-111942:905,RETAIN,74
20180715-105828:345,RETAIN,10
20180715-111641:733,RETAIN,105
20180715-111757:828,RETAIN,83
20180715-112144:959,RETAIN,6
20180715-112007:093,RETAIN,13
20180715-111106:060,RETAIN,6
20180715-112258:704,RERUN,95
20180715-112204:295,RETAIN,17
20180715-112552:163,RETAIN,5
20180715-112432:344,RETAIN,51
20180715-112700:813,RETAIN,8
20180715-112524:141,RETAIN,11
20180715-111620:279,RETAIN,30
20180715-113128:045,RETAIN,10
20180715-113725:132,RETAIN,0
20180715-113113:673,RETAIN,104
20180715-113509:049,RERUN,104
20180715-113225:699,RETAIN,15
20180715-113137:744,RETAIN,16
20180715-113352:941,RETAIN,33
20180715-112417:025,RETAIN,12
20180715-113050:840,RETAIN,50
20180715-114344:168,RERUN,36
20180715-114034:809,RETAIN,69
20180715-114436:961,RETAIN,84
20180715-114433:115,RETAIN,10
20180715-114209:837,RETAIN,92
20180715-114514:670,RETAIN,30
20180715-114326:570,RETAIN,99
20180715-114249:934,RETAIN,106
20180715-115233:255,RETAIN,93
20180715-115420:751,RETAIN,70
20180715-113752:899,RETAIN,49
20180715-115354:539,RETAIN,0
20180715-115608:206,RETAIN,18
20180715-115551:946,RETAIN,94
20180715-120258:900,RETAIN,67
20180715-115605:947,RETAIN,99
20180715-114354:897,RETAIN,18
20180715-120813:202,RETAIN,77
20180715-120515:923,RETAIN,12
20180715-120515:521,RETAIN,36
20180715-115239:105,RETAIN,54
20180715-120301:541,RETAIN,103
20180715-121300:137,RETAIN,89
20180715-115417:212,RETAIN,7
20180715-120627:980,RETAIN,80
20180715-121533:244,RETAIN,50
20180715-121114:266,RETAIN,13
20180715-121741:264,RETAIN,0
20180715-122034:057,RETAIN,56
20180715-122220:967,RETAIN,0
20180715-121425:985,RETAIN,74
20180715-115825:842,RETAIN,12
20180715-121528:710,RETAIN,4
20180715-122005:008,RETAIN,34
20180715-122525:870,RETAIN,0
20180715-120519:410,RETAIN,14
20180715-122948:248,RETAIN,0
20180715-121420:379,RETAIN,9
20180715-122346:560,RETAIN,8
20180715-121700:002,RETAIN,8
20180715-122510:272,RETAIN,0
20180715-122744:365,RETAIN,12
20180715-123224:229,RETAIN,4
20180715-123550:444,RETAIN,0
20180715-122058:024,RETAIN,22
20180715-124647:168,RETAIN,0
20180715-123004:973,RETAIN,59
20180715-124216:701,RETAIN,8
20180715-124446:147,RETAIN,8
20180715-123457:906,RETAIN,19
20180715-125617:855,RETAIN,8
20180715-124439:782,RETAIN,10
20180715-124929:261,RETAIN,16
20180715-125429:414,RETAIN,12
20180715-130904:141,RETAIN,13
20180715-125904:260,RETAIN,104
20180715-131151:706,RETAIN,5
20180715-132039:293,RETAIN,67
20180715-131213:810,RETAIN,5
20180715-130309:666,RETAIN,15
20180715-132454:060,RETAIN,23
20180715-132943:164,RETAIN,105
20180715-131900:661,RETAIN,30
20180715-134059:903,RETAIN,8
20180715-133950:991,RETAIN,8
20180715-134934:475,RETAIN,33
20180715-133143:798,RETAIN,26
20180715-132517:144,RETAIN,26
20180715-135659:718,RETAIN,98
20180715-135259:129,RETAIN,7
20180715-134808:825,RETAIN,57
20180715-135002:293,RETAIN,16
20180715-140620:381,RETAIN,102
20180715-140857:275,RETAIN,44
20180715-141500:474,RETAIN,69
20180715-140055:028,RETAIN,10
20180715-141858:783,RETAIN,18
20180715-140609:034,RETAIN,85
20180715-142321:641,RETAIN,20
20180715-142752:708,RETAIN,75
20180715-141746:800,RETAIN,10
20180715-142213:918,RETAIN,15
20180715-143742:105,RETAIN,0
20180715-144013:318,RETAIN,28
20180715-143132:258,RETAIN,19
20180715-145029:364,RETAIN,6
20180715-143523:089,RETAIN,23
20180715-150046:881,RETAIN,17
20180715-144554:236,RETAIN,11
20180715-150610:213,RETAIN,34
20180715-151049:376,RETAIN,0
20180715-145257:663,RETAIN,18
20180715-151545:566,RETAIN,0
20180715-150002:601,RETAIN,19
20180715-150702:612,RETAIN,24
20180715-151359:136,RETAIN,11
20180715-152024:440,RETAIN,14
20180715-152750:490,RETAIN,43
20180715-154015:078,RETAIN,16
20180715-154536:321,RETAIN,18
20180715-155241:367,RETAIN,14
20180715-155840:843,RETAIN,8
20180715-161245:731,RETAIN,47
20180715-161749:256,RETAIN,63
20180715-162531:127,RETAIN,20
20180715-163040:088,RETAIN,9
20180715-164310:911,RETAIN,13
20180715-164726:361,RETAIN,25
20180715-165542:050,RETAIN,12
20180715-170120:693,RETAIN,12
20180715-170843:602,RETAIN,68
20180715-171631:486,RETAIN,18
20180715-172721:009,RETAIN,12
20180715-173729:299,RETAIN,22
20180715-174715:406,RETAIN,15
20180715-175537:394,RETAIN,59
20180715-180551:344,RETAIN,10
20180715-182255:189,RETAIN,57
20180715-182726:299,RETAIN,26
20180715-183458:515,RETAIN,17
20180715-184706:482,RETAIN,13
20180715-184819:968,RETAIN,12
20180715-185955:609,RETAIN,14
20180715-190418:517,RETAIN,19
20180715-191724:920,RETAIN,6
20180715-191758:632,RETAIN,2
20180715-193150:359,RETAIN,17
20180715-193536:461,RETAIN,15
20180715-194536:679,RETAIN,8
20180715-194840:006,RETAIN,45
20180715-200141:645,RETAIN,8
20180715-200504:331,RETAIN,20
20180715-201551:180,RETAIN,8
20180715-201914:483,RETAIN,10
20180715-202959:001,RETAIN,11
20180715-203414:914,RETAIN,11
20180715-204442:811,RETAIN,12
20180715-205840:813,RETAIN,6
20180715-210431:047,RETAIN,10
20180715-211738:954,RETAIN,35
20180715-212613:812,RETAIN,11
20180715-214010:048,RETAIN,10
20180715-214721:541,RETAIN,8
20180715-215846:440,RETAIN,12
20180715-220757:914,RETAIN,12
20180715-222129:363,RETAIN,4
20180715-222942:807,RETAIN,8
20180715-224012:770,RETAIN,66
20180715-225054:331,RETAIN,48
20180715-225625:194,RETAIN,86
20180715-230710:754,RETAIN,30
20180715-231004:094,RETAIN,90
20180715-232254:055,RETAIN,53
20180715-232727:096,RETAIN,61
20180715-233921:183,RETAIN,112
20180715-234413:733,RETAIN,96
20180715-235445:631,RETAIN,72
20180715-235749:435,RETAIN,89
20180716-001154:891,RETAIN,25
20180716-001730:183,RETAIN,72
20180716-002838:024,RETAIN,102
20180716-003129:312,RETAIN,0
20180716-004315:884,RETAIN,0
20180716-004617:906,RETAIN,0
20180716-005710:506,RETAIN,0
